Inchkey,SMILES,LogD7.4,%C,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_dbo,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb
CBCXHQRDLMXWEC-UHFFFAOYSA-N,O=C(NCC)Nc1c(C(=O)N2CCC(N3CC4(C(=O)N(CC)C(=O)O4)CCC3)CC2)c2c(s1)cccc2,2.47,93.265778,80.174171,0,0,3,5,5,0,9,0,70,2,7,37,23,117.15409,1.6736299,0,0,26,0,0,33,0,5,5,0,1,1.197006,-2.8379025,-0.52580482,0.44543472,2.8199279,-2.9103594,-0.41642484,0.65036911,2.7561114,-2.5758352,-0.34895211,0.63321215,3.0646393,51.363831,6,0.14634146,10,74,4,41,4,8,0.19512194,60,0,26.156126,22.065447,16.457819,17.595648,17.86334,13.828368,7.7651672,8.8763218,1,1,0.77593863,18,0,-0.8557896,-0.43972382,0.061704583,3.0263414,-1.1643169,-0.32586628,0.14925799,3.0187914,-0.52395219,-0.19753788,0.15982328,3.2725816,11.231367,15.434835,10.204001,2.5570433,2.6292765,-5.9475942,0,9.5875082,14.274746,0.1535251,14,7.7414346,1.535376,0.099365592,28.525877,12.25,5.7600002,23.196297,9.9010296,4.6351852,6.207222,10,2,1,1,2.796,-5.6166401,14.093423,0,1,27,0,5,9,3,0,0,3.3533504,-3.3533504,0.11057706,0.10085836,192.94862,19.270084,0,36.998642,0,25.899061,36.640053,87.701469,53.204216,0,0,27.133842,29.637598,0.27378201,0.76538628,0.38836187,0.11191759,0.2346137,0.61163813,0.12269612,390.12305,197.95091,57.045223,119.58434,311.75647,62.539116,0.5,1,0,0,0,0,1,0,0,0,1,0,509.70737,0,0,0,509.70737,0,9,0,5,0,0,0.37837839,3.4806001,18.01075,50.047852,38.844074,110.63747,27.047791,0,0,73.891495,75.473625,146.58372,14.08519,106.44875,9.372942,18.01075,7.1675434,22.259079,146.04636,133.30164,97.929718,111.29,0.32703882,6.3575521,3.9034846,10.116838,509.70737,680.00995,54.267685,0,0,11.365152,350.81937,65.04287,65.632835,527.646,4626,66,202
FYFGRWOQQRABOK-UHFFFAOYSA-N,S(=O)(=O)(N(CC(O)(C)c1ccc(O)cc1)C1CC1)c1ccc(O)cc1,2,96.22963,53.692654,0,0,2,4,5,0,12,0,46,3,8,25,18,75.176895,1.6342803,0,0,18,0,0,21,0,1,5,0,1,1.6800269,-2.6366076,-0.64261043,0.72246808,2.7940564,-2.6826875,-0.53807992,0.80591482,2.8277702,-2.3635433,-0.49986199,0.85431087,3.0774627,31.413347,6,0.22222222,12,48,0,27,6,6,0.22222222,36,0,18.242277,14.647569,10.817472,12.164926,11.698344,9.4681263,6.0627842,7.7247114,1,1,0.79240954,13,0,-0.79275912,-0.39633769,0.094383672,2.7417886,-0.93111593,-0.38385206,0.16347893,2.8010535,-0.51841444,-0.21605732,0.19305076,3.0092955,7.2919998,12.665871,7.6817722,1.964512,1.9616932,-3.5282364,1.429845,6.5066085,9.5775843,-0.015338696,8.8098421,14,1.0914565,0.0091904448,19.753086,7.5526471,4.2958579,17.28158,6.568995,3.7199755,4.5409045,6,3,1,0,2.3110001,-3.01949,9.4975739,0,1,15,1,3,5,0,0,0,2.1099904,-2.1099904,0.13385242,0.18237612,93.607559,51.040127,0,0,30.972517,4.1846013,0,69.97583,41.912434,0,0,32.016521,0,23.30262,0.73927069,0.48184878,0.15941556,0.26072934,0.51815122,0.10131378,256.53595,167.20741,55.319145,90.476265,179.80481,35.15712,0.46153846,0.85714287,0,0,0,0,1,0,0,0,1,0,347.01221,0,0,0,347.01221,0,7,0,3,0,0,0.31999999,2.4700999,76.155678,49.69025,10.622711,18.439579,3.185575,1.5507339,0,141.14548,37.736813,43.81287,9.2815199,48.171688,77.67424,1.5507339,17.6544,0,178.88228,18.439579,39.966759,98.07,0.42433795,5.7548876,3.3364742,9.0105095,347.01221,458.64417,32.016521,0,0,0,237.80263,10.105608,72.717285,363.43399,1467,41,136
QVVPRQSOMTYEST-UHFFFAOYSA-O,FC(F)(F)C1=C(C#N)c2n(C(NCC[NH3+])=C1)c1c(n2)cccc1,1.37,57.168583,42.239307,0,0,1,2,2,0,9,1,36,1,3,23,15,63.043697,1.7512138,0,0,15,0,3,13,0,5,0,0,0,1.8778678,-2.532742,-0.57239544,0.5486871,2.523531,-3.3002102,-0.48965812,0.61732858,2.4392879,-2.327472,-0.42023656,0.73960853,2.7470107,21.120691,3,0.12,10,38,2,25,5,5,0.2,25,1,16.61252,11.983606,8.3009653,9.6209555,10.968875,6.9168415,3.9047005,5.3299165,0,0,0.83899856,9,1,-0.86004645,-0.40125474,0.18378766,2.5720112,-2.2348025,-0.31583217,0.2383519,2.6113358,-0.64157212,-0.19323575,0.19999604,2.8477409,5.4023733,27.49972,5.7577586,1.1300101,-1.892275,-1.6537597,0,8.4037237,8.1109171,1.6160556,8.8252926,6.7779403,2.1018057,0.60610032,17.811199,7.0869246,3.3833141,12.290986,4.8004231,2.2595141,2.5653017,5,4,1,0,2.0457599,-3.69941,7.8872099,0,1,15,1,3,4,0,0,0,3.027539,-2.027539,0.13833648,0.17750224,8.5307722,83.040558,31.127058,11.190562,0,0,34.902542,36.764713,24.509808,0,53.468395,5.6825762,0.13689101,1.1054343,0.85599554,0.41888076,0.02384121,0.14400448,0.58111924,0.12016327,248.63187,121.66782,6.9249015,41.827442,168.79149,34.902542,0.44444445,0.80000001,0,0,0,0,1,0,0,0,1,0,290.45932,0,0,0,290.45932,0,5,0,3,0,0,0.2173913,1.519284,50.90794,26.444138,0,84.54026,2.3279202,3.185575,0,98.017693,0,44.880341,7.8351798,0,94.624321,58.667454,22.115242,9.8017693,88.215919,36.879158,0,81.279999,0.45137304,5.643856,2.9740753,8.8022003,290.45932,381.76227,23.425066,0,17.742489,23.425066,182.22908,42.68063,46.850132,320.298,1059,40,124
ODOOVCKVACGPMD-UHFFFAOYSA-O,O=C(N[C@H](C#N)Cc1ccc(-c2ccc(C#N)cc2)cc1)[C@H]1[C@@H]([NH3+])CCCCC1,2,96.428078,65.445412,0,0,1,3,3,0,12,1,56,1,4,29,21,78.79081,1.4069788,0,0,24,0,0,27,0,4,1,0,0,1.4006183,-2.6620123,-0.62518537,0.68467462,2.7930274,-3.3111041,-0.53807992,0.74891472,2.8211722,-2.4669065,-0.46788961,0.82112843,3.0063319,31.134588,5,0.16129032,12,58,1,31,4,8,0.25806451,43,2,20.639618,16.603275,14.093493,15.93251,14.100886,10.229978,8.6317167,10.715476,3,0,0.6905939,17,1,-0.85846478,-0.38672838,0.14316535,2.8443179,-2.2351067,-0.32164925,0.1536227,2.847635,-0.64163059,-0.21605732,0.19305076,3.0572753,5.5251293,30.966602,9.0812111,2.498425,-0.59627616,-2.8841205,0,9.702343,11.592936,0.98546749,8.8313017,14,1.0788749,0.0087273372,23.658689,12.142772,7,16.929508,8.5768986,4.8971143,5.006989,5,4,1,0,3.53,-5.9552002,11.62749,0,1,19,1,3,10,0,0,0,3.0411277,-2.0411277,0.11350033,0.17532972,72.852646,88.607376,3.1459606,8.6190128,12.949531,0,25.857038,48.538052,90.932053,0,35.484978,0,13.566921,1.2423253,0.86655957,0.47229037,0.036857635,0.13344043,0.5277096,0.096582793,348.18008,189.76433,14.809246,53.615814,212.03156,38.806568,0.47058824,0.8888889,0,0,0,0,1,0,0,0,1,0,401.7959,0,0,0,401.7959,0,9,0,3,0,0,0.41379312,2.966938,50.90794,5.2587838,31.826153,95.322205,10.781946,18.868406,0,147.51663,94.342026,0,11.10918,23.862217,62.118713,55.318733,47.538582,6.37115,254.35591,5.2587838,0,104.32,0.3796615,5.9541965,3.8502314,9.3853283,401.7959,561.12134,49.051899,0,17.742489,23.425066,245.76073,53.548542,72.476967,387.50699,2645,46,144
HQYPWDANUDGJET-UHFFFAOYSA-M,S(=O)([O-])(=Nc1ccc(OC)cc1)c1cc(NC(=O)C)c2N(CCc3ccccc3)CCc2c1,2.2,77.649544,70.744621,0,0,2,4,2,3,18,0,59,1,3,33,24,96.013214,1.6273426,0,0,25,0,0,26,0,3,4,0,1,1.3640909,-2.5652375,-0.62069118,0.54729837,2.5969257,-2.6485734,-0.53807992,0.69943208,2.6184168,-2.273834,-0.37978572,0.77573735,2.9036069,41.733383,8,0.22222222,18,62,1,36,3,9,0.25,43,0,23.424074,19.431446,15.17928,17.225405,15.852505,12.150119,7.5938582,10.142997,0,0,0.75784326,18,-1,-0.93498445,-0.45904502,0.071446806,2.7691607,-0.99957073,-0.31294024,0.13441855,2.867403,-0.50521153,-0.20936838,0.19019324,3.0737364,10.051738,9.6139336,6.9469075,4.4178929,4.5975361,-6.699162,1.5005648,11.107222,12.925708,-0.58037794,14,7.1408525,1.9742128,0.32435876,26.074074,11.823145,6.8165679,20.521648,9.2315588,5.2915936,5.7408123,7,1,1,0,3.671,-5.2715902,12.930579,0,1,22,0,4,7,2,0,0,2.2822986,-3.2822986,0.11044099,0.14491713,136.00369,87.12838,0,8.6190128,12.949531,4.1846013,0,46.329514,92.483879,0,10.105608,0,21.642128,34.657169,0.8382892,0.45191965,0.12397899,0.16171077,0.54808033,0.037731778,380.67007,205.21829,56.299297,73.433434,248.88521,17.134132,0.5,1,0,0,0,0,1,0,0,0,1,0,454.10352,0,0,0,454.10352,0,9,0,4,0,0,0.54545456,4.6528401,14.124202,71.441223,30.502958,36.879158,6.37115,74.67141,0,210.48003,0,46.839687,13.00075,72.033905,10.999887,21.080046,11.614578,26.280993,231.81184,42.137939,75.350624,75.709999,0.3512581,6.1699252,3.8158472,9.7920389,454.10352,613.01062,56.162407,40.091728,0,5.6825762,348.33517,23.05514,61.844982,464.56598,3405,51,174
ARLXUYKHWSHMLR-UHFFFAOYSA-O,Clc1ccc(-c2cc3C(=O)N(C[C@@H]4C[NH+](C(C)C)CCC4)C(C)=Nc3cc2)cc1,3.3,99.031715,67.858994,0,0,2,3,2,0,12,1,58,0,2,29,23,84.087463,1.4497838,0,0,24,1,0,29,0,3,1,0,0,1.368958,-2.8473976,-0.57612681,0.62079352,2.8253338,-3.5102408,-0.48515132,0.70379251,2.7129698,-2.6359351,-0.3804087,0.77857518,3.0341787,37.701004,4,0.125,12,61,2,32,4,4,0.125,47,0,20.543242,18.168255,15.231687,16.681435,13.918724,10.916354,7.9388466,9.7227821,1,0,0.71413428,15,1,-0.88232172,-0.38373256,0.078387767,2.9523239,-2.25981,-0.26386139,0.1461681,2.9255834,-0.62962335,-0.20502444,0.17071936,3.1724136,4.2256351,19.86718,14.241796,2.8223979,2.3087039,-4.6073308,0,8.9716501,11.90718,1.0014129,9.4912596,9.3324957,1.0525482,0.0046888874,22.203125,9.6465025,5.0868044,18.081142,7.7946739,4.0867467,4.8598828,4,1,1,0,5.2020001,-6.41012,11.877302,0,1,23,1,4,6,0,0,0,2.6385577,-1.6385578,0.13212587,0.2042997,85.958244,89.623337,11.190562,0,0,12.949531,8.6190128,127.08235,66.346657,0,0,5.6825762,13.566921,0,0.90304947,0.50515157,0.045721184,0.096950546,0.49484843,0.051229361,380.20114,212.67851,19.249496,40.818043,208.34068,21.568544,0.46666667,0.875,0,0,0,0,1,0,0,0,1,0,421.0192,0,0,0,421.0192,0,8,0,4,0,0,0.51724136,4.2160001,3.1243138,10.711018,3.9819686,55.318733,31.458588,16.78553,3.5006065,129.87344,37.736813,141.88344,11.92502,26.98653,19.909843,4.4107962,10.66815,9.1278973,161.23911,62.905437,139.12669,37.110001,0.38828552,6,3.6299069,9.4159069,421.0192,575.47858,19.249496,0,0,0,347.73526,24.140093,19.249496,410.96899,2334,49,156
BTBHLEZXCOBLCY-UHFFFAOYSA-N,O=C(N)C=1[C@@H](c2c(OC)cc(C#N)cc2)c2c(OCC)ncc(C)c2NC=1C,2.51,99.291321,58.435448,0,0,2,4,4,0,12,0,50,2,6,28,18,79.091759,1.5818352,0,0,21,0,0,22,0,4,3,0,0,1.9765525,-2.5069575,-0.49989602,0.46832711,2.5166576,-2.5285487,-0.41198865,0.5252617,2.6261346,-2.2106223,-0.26383021,0.66957468,2.8138847,30.820555,5,0.16666667,12,52,2,30,3,6,0.2,37,1,20.421921,16.29038,13.093858,14.593493,13.421453,8.9032249,6.0998411,7.8112969,1,0,0.73664564,11,0,-0.81870043,-0.43378034,0.010410624,2.7918837,-1.370536,-0.35982305,0.11456365,2.8987246,-0.51376516,-0.19135466,0.14146866,3.075628,8.5029192,13.488983,6.9133277,2.5355854,2.5426054,-4.6310468,0,10.230903,10.745857,0.017612593,14,8.746459,1.0926394,0.010593574,22.68,9.8712816,4.54179,16.039499,6.8840928,3.1359439,3.9434788,7,3,1,0,2.24,-3.8670399,10.636534,0,1,17,1,3,6,0,0,0,2.2308803,-2.2308803,0.11099163,0.16408738,102.21362,84.306335,8.6190128,30.187557,12.949531,0,0,85.169922,12.254904,0,17.742489,5.6825762,13.703812,11.658631,0.88557637,0.38027763,0.080743715,0.11442362,0.61972237,0.033679903,340.49384,146.21233,31.045019,43.994549,238.27605,12.949531,0.45454547,0.83333331,0,0,0,0,1,0,0,0,1,0,384.48837,0,0,0,384.48837,0,6,0,3,0,0,0.39285713,2.9857039,54.896965,40.055065,23.862217,68.587364,12.7423,41.326191,4.4107962,70.143913,0,112.79282,10.52121,23.862217,69.844658,0,49.755192,53.664684,70.143913,26.185041,135.36191,110.26,0.38983503,5.9068904,3.121918,9.3893547,384.48837,513.72321,39.495743,0,0,23.425066,248.77611,48.702324,62.920807,378.43201,1761,52,146
PNTAECGMYJNBSW-UHFFFAOYSA-P,O(C)c1c(C[NH+](Cc2cc(CC[NH2+]C[C@H](O)c3c4SC(=O)Nc4c(O)cc3)ccc2)C)cccc1,1.52,85.586006,78.932167,0,0,2,3,4,0,18,2,68,3,7,35,27,106.34562,1.5639062,0,0,27,0,0,33,0,3,4,0,1,1.1297799,-2.6432137,-0.57705969,0.66551596,2.6358304,-3.3987,-0.54451036,0.720052,2.5675263,-2.4435303,-0.45355558,0.78069019,2.8342528,43.209831,11,0.28947368,18,71,1,38,7,11,0.28947368,52,0,24.785881,20.899406,16.386387,18.380104,16.939892,12.613635,7.5669847,10.065646,1,0,0.73505229,19,2,-0.87647009,-0.37477839,0.16938317,2.8396235,-2.2477002,-0.30795196,0.15462284,2.8472145,-0.63634145,-0.21483423,0.17538339,3.0599291,5.2286229,42.854172,18.411287,0.86904669,-2.4333065,-2.0753262,0,11.337305,14.120118,1.9362171,8.1827354,16.2616,1.3556288,0.038582079,28.01939,13.693048,7.7558475,22.734856,11.038482,6.2229028,7.1702366,7,6,1,1,4.4029999,-4.86379,14.073913,0,1,22,0,4,11,3,0,0,4.9131875,-2.9131875,0.070977286,0.13095316,53.039963,166.68225,44.481903,8.6190128,20.648346,14.925592,25.857038,58.733868,85.784325,0,0,0,13.566921,18.175728,0.81749088,0.34526089,0.062177707,0.18250909,0.65473914,0.12033139,417.34134,176.26085,31.742649,93.173622,334.25412,61.430977,0.47368422,0.89999998,0,0,0,0,1,0,0,0,1,0,510.51495,0,0,0,510.51495,0,10,0,4,0,0,0.085714288,2.7210701,82.905403,21.634693,0,36.879158,12.7423,88.700195,0,176.43184,6.4686494,106.20451,13.75584,26.98653,79.78109,1.5507339,29.697805,20.767498,232.1794,40.503098,100.5006,99.839996,0.33549348,6.2479277,4.110981,9.9223309,510.51495,674.29761,16.070677,0,5.6825762,11.365152,389.50385,14.925592,54.569672,495.64398,4689,53,180
PBUFKKDWSHXPKM-UHFFFAOYSA-N,O=C(C)N1c2c(OCC1)nc(OCc1ccccc1)cc2,2.4000001,99.999802,43.434689,1,0,0,1,2,0,12,0,37,0,2,21,13,57.994888,1.5674294,0,0,16,0,0,16,0,2,3,0,0,1.4618022,-2.5385866,-0.57458353,0.59019446,2.5200253,-2.6651609,-0.51149344,0.69076979,2.496182,-2.257853,-0.40201095,0.75314069,2.7979419,25.581312,4,0.17391305,12,39,1,23,2,4,0.17391305,26,0,14.656489,11.781944,9.6627722,10.957819,10.237184,6.8252983,4.4249206,5.9519253,0,0,0.74151868,12,0,-0.8125931,-0.39654571,0.058951393,2.449172,-0.99657321,-0.36109301,0.13262476,2.5407436,-0.49904954,-0.20108312,0.15841651,2.7237103,5.6602526,7.4886198,7.4886198,2.6607838,2.6607857,-3.7921708,0,7.725584,7.9831676,5.0165345e-006,14,12.299594,1.0000663,2.9906885e-006,15.879017,7.5130072,4.0500002,11.504176,5.3477464,2.8437529,2.9295914,5,0,1,0,2.3180001,-2.8702199,7.9800081,0,1,17,1,3,4,0,0,0,1.7845936,-1.7845936,0.12600935,0.18202001,31.543835,105.24448,0,25.899061,12.949531,0,0,26.718348,61.274521,0,5.6825762,0,13.566921,5.0075121,0.89049876,0.3899098,0.064519919,0.10950126,0.6100902,0.044981331,256.36282,112.24988,18.574432,31.523964,175.6369,12.949531,0.5,1,0,0,0,0,1,0,0,0,1,0,287.88678,0,0,0,287.88678,0,6,0,3,0,0,0.52380955,2.6723001,25.12409,22.044313,23.862217,39.365837,3.185575,0,0,123.50229,0,66.638222,7.8737998,23.862217,38.785305,3.1243138,12.814776,2.7567475,144.42854,44.624619,33.326015,51.66,0.48250595,5.523562,3.3711052,8.4534388,287.88678,383.42255,19.249496,0,0,0,213.39246,43.856106,19.249496,284.315,1016,31,108
NTASTGHPPLINPW-UHFFFAOYSA-O,O=C(NCCCC[NH+]1CCN(c2c(OC)cccc2)CC1)c1ccc(-n2cncc2)cc1,2.3900001,84.041626,72.441376,0,0,1,2,3,0,17,1,64,1,4,32,23,94.293953,1.473343,0,0,25,0,0,32,0,5,2,0,0,1.0342683,-2.8007827,-0.57760477,0.6450848,2.7659547,-3.515264,-0.53807992,0.72391224,2.5956643,-2.5811408,-0.45866877,0.78182745,2.9826274,45.116623,9,0.25714287,17,67,1,35,7,10,0.2857143,49,0,22.175152,18.665844,15.507708,17.321779,15.741515,11.325226,6.7320509,8.6161566,0,0,0.69764477,20,1,-0.88241857,-0.38709337,0.082706288,2.8518622,-2.2600298,-0.32051027,0.15837389,2.7933493,-0.62950045,-0.21762744,0.17645764,3.0671942,6.3098164,24.371819,16.524406,2.2901847,0.81083083,-3.6625824,0,10.286463,12.807609,1.0873821,8.3197441,7.815845,1.7851114,0.11345728,25.103674,13.185255,7.25,18.697941,9.7208281,5.3065839,5.6799831,7,2,1,0,2.8789999,-4.0511098,12.727546,0,1,23,1,4,11,1,0,0,3.5032349,-2.5032349,0.099471271,0.14061035,129.94331,155.46248,25.502314,8.6190128,0,12.949531,8.6190128,90.932053,24.509808,0,0,5.6825762,13.566921,2.6406472,0.90916353,0.28704861,0.045754343,0.090836488,0.71295136,0.045082141,434.96896,137.332,21.890144,43.458687,341.09567,21.568544,0.5,1,0,0,0,0,1,0,0,0,1,0,478.42767,0,0,0,478.42767,0,10,0,4,0,0,0.65625,1.796,35.259266,23.943405,0,110.63747,27.047791,35.383869,0,195.11647,37.736813,8.0001755,12.59019,26.98653,29.684509,21.135065,8.4290028,5.513495,230.09653,115.89626,35.383869,63.830002,0.3597711,6.129283,4.1566072,9.6353054,478.42767,622.90155,21.753254,0,0,5.6825762,380.2056,37.740047,27.435829,434.564,3952,46,162
BHTTXYGCLABXEE-UHFFFAOYSA-N,O=[N+]([O-])c1c(CN2CC=C(N3C(=O)Nc4c3cccc4)CC2)cc2OCOc2c1,2.9000001,76.340446,55.612274,0,0,3,4,4,0,12,0,47,1,5,29,19,79.958824,1.7012516,0,0,20,0,0,18,0,4,5,0,0,1.1660175,-2.6657882,-0.51823735,0.57544124,2.6012676,-2.6836524,-0.41280103,0.71746761,2.6342216,-2.3811562,-0.34967592,0.74214882,2.8891976,30.343725,4,0.12121212,12,51,3,33,2,4,0.12121212,36,0,19.957455,15.459868,11.576985,13.104083,14.097357,9.2840624,5.3860812,7.1742344,0,0,0.80456954,14,0,-0.84481484,-0.44480783,0.048298206,2.7293658,-1.029744,-0.33788773,0.15070981,2.8130276,-0.51145178,-0.19020292,0.1775786,2.9987304,8.6684332,9.6042376,6.6927032,2.6122823,2.8603053,-5.1086493,0,10.344139,10.49704,0.43595898,12.159632,7.111855,1.9838525,0.34139469,20.877869,8.859375,4.2165294,15.278281,6.4054375,3.0215299,3.3746233,9,1,1,0,2.559,-4.5138102,10.194712,1,1,26,0,5,5,2,0,0,2.5167129,-2.5167129,0.13185263,0.12517785,103.56437,55.815609,16.917038,29.820286,0,6.6995511,17.440542,36.764713,36.764713,0,0,13.566921,33.931049,5.1444035,0.78457862,0.35398838,0.14769377,0.21542136,0.64601159,0.067727596,279.64673,126.1718,52.642372,76.782463,230.2574,24.140093,0.5,1,0,0,0,0,1,0,0,0,1,0,356.4292,0,0,0,356.4292,0,7,1,5,0,0,0.27586207,3.7316,25.12409,33.050636,0,110.79828,3.185575,2.7567475,0,123.50229,18.868406,61.058895,10.53411,30.947832,25.12409,54.059322,16.429178,26.280993,160.81027,64.693222,0,99.860001,0.39679351,6.044394,3.6181211,9.4026289,356.4292,490.18384,18.574432,0,0,5.6825762,237.3183,79.680046,24.25701,394.38699,2378,48,162
XPXGYINSBORUMM-UHFFFAOYSA-N,O(c1nc(Oc2cc3OCOc3cc2)ccn1)c1ccc(-n2cncc2)cc1,3.27,92.706772,52.143101,0,0,3,4,5,0,23,0,42,0,5,28,16,70.735802,1.6841857,0,0,20,0,0,14,0,4,4,0,0,1.0426131,-2.2227473,-0.66142881,0.70520109,2.3461325,-2.2987945,-0.6018514,0.79525435,2.4945805,-1.91758,-0.50963312,0.87304747,2.6107395,28.908897,5,0.15625,23,46,0,32,2,5,0.15625,23,0,18.760939,14.557158,11.13531,13.23384,13.831633,8.5022593,4.5147429,6.5075679,0,0,0.78863293,16,0,-0.8333298,-0.44937921,0.066809393,2.3796666,-0.94361472,-0.38301584,0.1623366,2.5458996,-0.49704227,-0.22225067,0.19566494,2.6667833,9.0552197,7.4913783,7.4913783,3.6883073,3.7637417,-5.6829166,0,12.84538,10.313124,0.1650034,14,7.7041917,1.5649819,0.10750497,19.933594,9.4276857,5.0237813,13.803945,6.4321394,3.3913128,3.171032,8,0,1,0,3.007,-5.0433502,10.132057,0,1,27,1,5,5,1,0,0,2.32517,-2.32517,0.11853436,0.13549531,81.447105,72.367058,42.419353,34.150803,0,17.440542,0,73.529427,0,0,5.6825762,11.365152,5.0075121,5.0075121,0.88857973,0.28871199,0.061363753,0.11142027,0.71128803,0.050056513,309.59631,100.59218,21.380177,38.820721,247.82486,17.440542,0.5,1,0,0,0,0,1,0,0,0,1,0,348.41702,0,0,0,348.41702,0,8,0,5,0,0,0.75,3.9756,43.99955,52.25568,0,22.984112,0,0,0,212.33083,0,30.174086,9.8309002,0,96.255234,0,30.174086,2.7567475,209.57408,22.984112,0,80.519997,0.40790597,6,3.8140144,9.2751131,348.41702,474.68976,22.055241,0,0,0,227.9001,88.496559,22.055241,374.35599,2402,39,152
